user_id,active_date,active_month,active_day,total_steps,total_miles,tracker_miles,log_act_miles,very_act_mins,mod_act_mins,light_act_miles,sed_act_miles,very_act_mins.1,fair_act_min,light_act_min,sed_mins,calories,day_of_week
4057192912,2016-03-29,March,Tuesday,5137,3.8,3.8,0.0,0.0,0.0,3.8,0.0,0,0,160,1280,2293,Tuesday
4319703577,2016-03-29,March,Tuesday,5643,3.8,3.8,0.0,0.2,0.3,3.2,0.0,3,8,199,683,1958,Tuesday
4388161847,2016-03-29,March,Tuesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1878,Tuesday
4445114986,2016-03-29,March,Tuesday,2303,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0,0,155,807,2010,Tuesday
4702921684,2016-03-29,March,Tuesday,6506,5.3,5.3,0.0,0.3,0.3,4.7,0.0,4,5,241,760,2886,Tuesday
1503960366,2016-03-30,March,Wednesday,10970,7.2,7.2,0.0,2.4,0.5,4.3,0.0,30,13,223,1174,1820,Wednesday
1624580081,2016-03-30,March,Wednesday,1675,1.1,1.1,0.0,0.0,0.0,1.1,0.0,0,0,84,1356,1313,Wednesday
2347167796,2016-03-30,March,Wednesday,10533,7.1,7.1,0.0,1.8,2.1,3.3,0.0,21,35,255,615,2187,Wednesday
2891001357,2016-03-30,March,Wednesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1920,Wednesday
4020332650,2016-03-30,March,Wednesday,5400,3.9,3.9,0.0,0.0,0.0,3.8,0.0,0,0,258,795,3418,Wednesday
4057192912,2016-03-30,March,Wednesday,5419,4.0,4.6,0.055842999,0.0,0.0,3.9,0.059999999,0,0,145,1295,2259,Wednesday
4319703577,2016-03-30,March,Wednesday,9043,6.1,6.1,0.0,0.3,0.4,5.4,0.0,4,12,244,702,2141,Wednesday
4388161847,2016-03-30,March,Wednesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1878,Wednesday
4445114986,2016-03-30,March,Wednesday,2600,1.7,1.7,0.0,0.0,0.0,1.7,0.0,0,0,163,1277,2032,Wednesday
4702921684,2016-03-30,March,Wednesday,7583,6.2,6.2,0.0,0.3,0.6,5.3,0.0,3,13,227,742,2915,Wednesday
6962181067,2016-03-30,March,Wednesday,15491,10.2,10.2,0.0,1.3,4.5,4.5,0.0,18,77,272,641,2244,Wednesday
1503960366,2016-03-31,March,Thursday,12256,7.9,7.9,0.0,2.3,0.5,5.0,0.0,33,12,239,820,1889,Thursday
1624580081,2016-03-31,March,Thursday,4506,2.9,2.9,0.0,0.5,0.3,2.2,0.01,7,4,144,1285,1498,Thursday
2347167796,2016-03-31,March,Thursday,6760,4.5,4.5,0.0,0.0,0.0,4.5,0.0,0,0,250,613,1929,Thursday
2891001357,2016-03-31,March,Thursday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1920,Thursday
4020332650,2016-03-31,March,Thursday,7428,5.3,5.3,0.0,0.9,0.9,3.5,0.0,18,33,261,860,3439,Thursday
4057192912,2016-03-31,March,Thursday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1776,Thursday
4319703577,2016-03-31,March,Thursday,8144,5.5,5.5,0.0,0.3,0.6,4.6,0.0,4,17,247,1125,2129,Thursday
4388161847,2016-03-31,March,Thursday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1878,Thursday
4445114986,2016-03-31,March,Thursday,4804,3.2,3.2,0.0,0.0,0.0,3.2,0.0,0,0,238,786,2227,Thursday
4702921684,2016-03-31,March,Thursday,6963,5.7,5.7,0.0,0.0,0.0,5.7,0.0,0,0,256,759,2895,Thursday
6962181067,2016-03-31,March,Thursday,14097,9.3,9.3,0.0,3.5,1.9,3.9,0.0,50,32,234,595,2188,Thursday
1503960366,2016-04-01,April,Friday,12262,7.9,7.9,0.0,3.3,0.8,3.6,0.0,47,21,200,866,1868,Friday
1624580081,2016-04-01,April,Friday,9218,6.0,6.0,0.0,0.0,0.0,6.0,0.01,0,0,221,1219,1541,Friday
1644430081,2016-04-01,April,Friday,4636,3.4,3.4,0.0,0.0,0.8,2.6,0.029999999,0,16,586,838,3323,Friday
1844505072,2016-04-01,April,Friday,6847,4.5,4.5,0.0,0.6,0.4,3.5,0.0,9,9,251,1171,1969,Friday
1927972279,2016-04-01,April,Friday,4317,3.0,3.0,0.0,0.0,0.4,2.6,0.0,0,11,192,854,2590,Friday
2022484408,2016-04-01,April,Friday,13603,9.6,9.6,0.0,5.5,0.6,3.5,0.0,72,16,213,1139,2645,Friday
2026352035,2016-04-01,April,Friday,2605,1.6,1.6,0.0,0.0,0.0,1.6,0.0,0,0,166,729,1407,Friday
2320127002,2016-04-01,April,Friday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1324,Friday
2347167796,2016-04-01,April,Friday,8328,5.5,5.5,0.0,0.0,2.0,3.5,0.0,0,33,212,804,1935,Friday
2873212765,2016-04-01,April,Friday,890,0.6,0.6,0.0,0.0,0.0,0.6,0.0,0,0,41,1399,1335,Friday
2891001357,2016-04-01,April,Friday,0,0.0,0.0,4.828032017,0.0,0.0,0.0,0.0,0,660,0,780,4562,Friday
3372868164,2016-04-01,April,Friday,5785,4.0,4.0,0.0,0.0,0.0,3.9,0.039999999,0,0,311,1129,1852,Friday
3977333714,2016-04-01,April,Friday,4499,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0,0,168,842,1288,Friday
4020332650,2016-04-01,April,Friday,5351,3.8,3.8,0.0,0.6,0.2,3.0,0.0,15,17,210,748,3338,Friday
4057192912,2016-04-01,April,Friday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1776,Friday
4319703577,2016-04-01,April,Friday,9343,6.3,6.3,0.0,1.0,0.9,4.5,0.0,14,20,268,654,2216,Friday
4388161847,2016-04-01,April,Friday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1878,Friday
4445114986,2016-04-01,April,Friday,3271,2.2,2.2,0.0,0.0,0.0,2.2,0.0,0,0,205,898,2133,Friday
4558609924,2016-04-01,April,Friday,5336,3.5,3.5,0.0,0.0,0.0,3.5,0.0,0,0,258,1182,1902,Friday
4702921684,2016-04-01,April,Friday,7165,5.8,5.8,0.0,0.0,0.4,5.4,0.0,0,9,248,708,2923,Friday
5553957443,2016-04-01,April,Friday,12409,8.1,8.1,0.0,2.9,0.6,4.6,0.0,51,12,235,782,2142,Friday
5577150313,2016-04-01,April,Friday,10461,7.9,7.9,0.0,4.8,0.9,2.3,0.0,99,31,142,721,3625,Friday
6117666160,2016-04-01,April,Friday,7444,5.6,5.6,0.0,0.0,0.0,5.6,0.0,0,0,286,568,2210,Friday
6290855005,2016-04-01,April,Friday,6633,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0,0,280,1160,2778,Friday
6391747486,2016-04-01,April,Friday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1820,Friday
6775888955,2016-04-01,April,Friday,7225,5.2,5.2,0.0,1.7,1.3,2.2,0.0,25,50,163,1189,3065,Friday
6962181067,2016-04-01,April,Friday,10467,7.0,7.0,0.0,0.7,2.4,3.8,0.0,9,45,252,602,2014,Friday
7007744171,2016-04-01,April,Friday,11680,9.1,7.8,4.901282787,4.5,0.3,4.2,0.0,50,7,244,1139,2573,Friday
7086361926,2016-04-01,April,Friday,11463,7.7,7.7,0.0,2.8,1.9,2.9,0.0,38,30,154,777,2496,Friday
8253242879,2016-04-01,April,Friday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1429,Friday
8378563200,2016-04-01,April,Friday,14179,11.2,11.2,0.0,6.2,1.1,4.0,0.0,73,21,195,719,3669,Friday
8583815059,2016-04-01,April,Friday,2174,1.7,1.7,0.0,0.0,0.0,1.7,0.0,0,0,112,1328,2360,Friday
8792009665,2016-04-01,April,Friday,4592,2.9,2.9,0.0,0.1,0.1,2.7,0.0,4,8,176,748,2260,Friday
8877689391,2016-04-01,April,Friday,18700,15.8,15.8,0.0,8.7,0.2,6.9,0.0,67,3,247,1123,3527,Friday
1503960366,2016-04-02,April,Saturday,11248,7.3,7.3,0.0,3.0,0.4,3.7,0.0,40,11,244,636,1843,Saturday
1624580081,2016-04-02,April,Saturday,1556,1.0,1.0,0.0,0.0,0.0,1.0,0.01,0,0,88,1352,1327,Saturday
1644430081,2016-04-02,April,Saturday,20237,14.7,14.7,0.0,2.6,6.4,5.7,0.01,34,141,347,918,4029,Saturday
1844505072,2016-04-02,April,Saturday,5367,3.5,3.5,0.0,0.0,0.0,3.5,0.0,0,0,263,1177,1889,Saturday
1927972279,2016-04-02,April,Saturday,5662,3.9,3.9,0.0,0.0,0.0,3.9,0.0,0,0,267,858,2783,Saturday
2022484408,2016-04-02,April,Saturday,5477,3.8,3.8,0.0,0.0,0.0,3.8,0.0,0,0,237,1203,2040,Saturday
2026352035,2016-04-02,April,Saturday,1229,0.8,0.8,0.0,0.0,0.0,0.8,0.0,0,0,69,795,1237,Saturday
2320127002,2016-04-02,April,Saturday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1324,Saturday
2347167796,2016-04-02,April,Saturday,15459,10.2,10.2,0.0,3.6,0.8,5.8,0.0,51,16,327,583,2438,Saturday
2873212765,2016-04-02,April,Saturday,2214,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0,0,197,1243,1559,Saturday
2891001357,2016-04-02,April,Saturday,4126,3.2,0.0,3.218688011,0.0,0.0,3.2,0.0,0,0,720,720,2881,Saturday
3372868164,2016-04-02,April,Saturday,7625,5.2,5.2,0.0,1.7,0.0,3.5,0.01,24,1,341,1074,2069,Saturday
3977333714,2016-04-02,April,Saturday,7618,5.1,5.1,0.0,0.0,0.2,4.9,0.0,0,6,302,842,1490,Saturday
4020332650,2016-04-02,April,Saturday,4299,3.1,3.1,0.0,0.1,0.2,2.7,0.039999999,3,15,162,752,2892,Saturday
4057192912,2016-04-02,April,Saturday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1776,Saturday
4319703577,2016-04-02,April,Saturday,8405,5.7,5.7,0.0,1.1,0.2,4.3,0.0,15,4,257,621,2154,Saturday
4388161847,2016-04-02,April,Saturday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1878,Saturday
4445114986,2016-04-02,April,Saturday,5406,3.6,3.6,0.0,0.0,0.0,3.6,0.0,0,0,273,672,2317,Saturday
4558609924,2016-04-02,April,Saturday,3183,2.1,2.1,0.0,0.0,0.0,2.1,0.0,0,0,173,1180,1680,Saturday
4702921684,2016-04-02,April,Saturday,10328,8.4,8.4,0.0,0.0,1.5,6.9,0.0,0,32,367,475,3323,Saturday
5553957443,2016-04-02,April,Saturday,2937,1.9,1.9,0.0,0.0,0.0,1.9,0.0,0,0,181,356,1615,Saturday
5577150313,2016-04-02,April,Saturday,14873,11.1,11.1,0.0,8.2,0.6,2.3,0.0,202,36,153,663,4430,Saturday
6117666160,2016-04-02,April,Saturday,19658,14.8,14.8,0.0,0.2,2.1,12.5,0.0,3,30,475,466,2884,Saturday
6290855005,2016-04-02,April,Saturday,9548,7.2,7.2,0.0,2.0,3.7,1.5,0.0,25,107,113,1195,3119,Saturday
6391747486,2016-04-02,April,Saturday,2101,2.0,0.0,2.027772903,2.0,0.0,0.0,0.0,46,0,0,1394,2224,Saturday
6775888955,2016-04-02,April,Saturday,1988,1.4,1.4,0.0,0.0,0.0,1.4,0.0,0,0,79,909,2207,Saturday
6962181067,2016-04-02,April,Saturday,12437,8.3,8.3,0.0,3.8,1.3,3.2,0.0,50,24,219,732,2115,Saturday
7007744171,2016-04-02,April,Saturday,10976,7.3,7.3,0.0,0.6,0.7,6.1,0.0,9,16,271,1075,2575,Saturday
7086361926,2016-04-02,April,Saturday,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,872,1641,Saturday
8053475328,2016-04-02,April,Saturday,20188,15.6,15.6,0.0,12.1,0.9,2.7,0.0,124,19,172,1125,3377,Saturday
8253242879,2016-04-02,April,Saturday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1429,Saturday
8378563200,2016-04-02,April,Saturday,3358,2.7,2.7,0.0,0.0,0.0,2.7,0.0,0,0,144,657,2702,Saturday
8583815059,2016-04-02,April,Saturday,3494,2.7,2.7,0.0,0.0,0.0,2.7,0.0,0,0,166,1274,2517,Saturday
8792009665,2016-04-02,April,Saturday,8452,5.4,5.4,0.0,0.3,0.4,4.8,0.0,9,24,328,1079,3004,Saturday
8877689391,2016-04-02,April,Saturday,27572,23.4,23.4,0.0,14.7,1.2,7.3,0.01,116,24,260,1040,4220,Saturday
1503960366,2016-04-03,April,Sunday,10016,6.4,6.4,0.0,0.9,1.3,4.2,0.0,15,30,314,655,1850,Sunday
1624580081,2016-04-03,April,Sunday,2910,1.9,1.9,0.0,0.0,0.0,1.9,0.01,0,0,157,1283,1452,Sunday
1644430081,2016-04-03,April,Sunday,12912,9.4,9.4,0.0,4.8,0.8,3.8,0.029999999,59,16,283,1082,3436,Sunday
1844505072,2016-04-03,April,Sunday,2841,1.9,1.9,0.0,0.0,0.0,1.9,0.0,0,0,136,1114,1636,Sunday
1927972279,2016-04-03,April,Sunday,3198,2.2,2.2,0.0,0.0,0.0,2.2,0.0,0,0,146,1183,2449,Sunday
2022484408,2016-04-03,April,Sunday,11144,7.8,7.8,0.0,1.8,0.9,5.1,0.0,25,22,279,1114,2395,Sunday
2026352035,2016-04-03,April,Sunday,2308,1.4,1.4,0.0,0.0,0.0,1.4,0.0,0,0,115,720,1330,Sunday
2320127002,2016-04-03,April,Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1324,Sunday
2347167796,2016-04-03,April,Sunday,7485,4.9,4.9,0.0,0.0,0.0,4.9,0.0,0,0,324,491,2035,Sunday
2873212765,2016-04-03,April,Sunday,7640,5.1,5.1,0.0,0.2,0.8,4.2,0.0,3,15,315,1107,1845,Sunday
2891001357,2016-04-03,April,Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1920,Sunday
3372868164,2016-04-03,April,Sunday,4706,3.2,3.2,0.0,0.0,0.0,3.2,0.0,0,0,299,1141,1816,Sunday
3977333714,2016-04-03,April,Sunday,11508,7.7,7.7,0.0,2.2,0.8,4.7,0.0,29,22,282,748,1630,Sunday
4020332650,2016-04-03,April,Sunday,6107,4.4,4.4,0.0,0.0,0.0,4.4,0.0,0,0,265,776,3313,Sunday
4057192912,2016-04-03,April,Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1776,Sunday
4319703577,2016-04-03,April,Sunday,8223,5.5,5.5,0.0,0.8,1.5,3.2,0.0,12,37,257,551,2178,Sunday
4388161847,2016-04-03,April,Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1878,Sunday
4445114986,2016-04-03,April,Sunday,3146,2.1,2.1,0.0,0.0,0.0,2.1,0.0,0,0,171,1269,2058,Sunday
4558609924,2016-04-03,April,Sunday,6176,4.1,4.1,0.0,0.1,0.3,3.8,0.0,1,7,269,886,1901,Sunday
4702921684,2016-04-03,April,Sunday,12116,9.8,9.8,0.0,0.3,2.8,6.7,0.0,3,57,323,471,3357,Sunday
5553957443,2016-04-03,April,Sunday,1515,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,93,507,1481,Sunday
5577150313,2016-04-03,April,Sunday,9917,7.4,7.4,0.0,2.0,1.0,4.4,0.0,58,27,240,700,3427,Sunday
6117666160,2016-04-03,April,Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1496,Sunday
6290855005,2016-04-03,April,Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,0,1407,2664,Sunday
6391747486,2016-04-03,April,Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1820,Sunday
6775888955,2016-04-03,April,Sunday,1577,1.1,1.1,0.0,0.1,0.9,0.2,0.0,1,17,8,1414,1977,Sunday
6962181067,2016-04-03,April,Sunday,12307,8.1,8.1,0.0,1.0,3.3,3.9,0.0,14,51,218,589,2055,Sunday
7007744171,2016-04-03,April,Sunday,16806,11.2,11.2,0.0,6.4,1.4,3.5,0.0,104,31,230,1002,3086,Sunday
7086361926,2016-04-03,April,Sunday,1949,1.3,1.3,0.0,0.2,0.3,0.7,0.0,3,6,27,1404,1794,Sunday
8053475328,2016-04-03,April,Sunday,25701,20.1,20.1,0.0,16.8,1.6,1.7,0.0,165,36,97,1142,3697,Sunday
8253242879,2016-04-03,April,Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1429,Sunday
8378563200,2016-04-03,April,Sunday,9152,7.3,7.3,0.0,2.0,0.8,4.4,0.0,25,13,243,600,3304,Sunday
8583815059,2016-04-03,April,Sunday,2380,1.9,1.9,0.0,0.0,0.0,1.9,0.0,0,0,131,1309,2400,Sunday
8792009665,2016-04-03,April,Sunday,7238,4.6,4.6,0.0,0.1,0.2,4.3,0.0,2,6,279,636,2667,Sunday
8877689391,2016-04-03,April,Sunday,15260,8.2,8.2,0.0,1.8,0.8,5.6,0.0,106,17,259,1058,3864,Sunday
1503960366,2016-04-04,April,Monday,14557,9.8,9.8,0.0,3.4,0.7,5.7,0.0,43,18,285,757,2030,Monday
1624580081,2016-04-04,April,Monday,18464,12.0,12.0,0.0,0.0,0.0,12.0,0.0,0,0,270,1170,1574,Monday
1644430081,2016-04-04,April,Monday,2819,2.0,2.0,0.0,0.3,0.2,1.6,0.01,4,4,87,1345,2444,Monday
1844505072,2016-04-04,April,Monday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,669,1347,Monday
1927972279,2016-04-04,April,Monday,2352,1.6,1.6,0.0,0.0,0.0,1.6,0.0,0,0,128,829,2380,Monday
2022484408,2016-04-04,April,Monday,15313,11.0,11.0,0.0,5.0,1.3,4.7,0.0,62,19,233,1126,2581,Monday
2026352035,2016-04-04,April,Monday,6679,4.1,4.1,0.0,0.0,0.0,4.1,0.0,0,0,263,644,1583,Monday
2320127002,2016-04-04,April,Monday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1324,Monday
2347167796,2016-04-04,April,Monday,10254,6.8,6.8,0.0,1.4,1.2,4.2,0.0,21,25,231,638,2099,Monday
2873212765,2016-04-04,April,Monday,9713,6.5,6.5,0.0,0.3,0.9,5.3,0.0,6,24,355,1055,2046,Monday
2891001357,2016-04-04,April,Monday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1920,Monday
3372868164,2016-04-04,April,Monday,5861,4.0,4.0,0.0,1.3,0.2,2.5,0.01,20,7,233,1180,1878,Monday
3977333714,2016-04-04,April,Monday,11943,8.0,8.0,0.0,1.0,2.0,4.9,0.0,16,43,297,710,1648,Monday
4020332650,2016-04-04,April,Monday,6429,4.6,4.6,0.0,0.0,0.9,3.7,0.0,0,28,193,741,3118,Monday
4057192912,2016-04-04,April,Monday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1776,Monday
4319703577,2016-04-04,April,Monday,10067,6.8,6.8,0.0,0.4,1.4,5.0,0.0,5,39,313,578,2308,Monday
4388161847,2016-04-04,April,Monday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1878,Monday
4445114986,2016-04-04,April,Monday,2422,1.6,1.6,0.0,0.0,0.0,1.6,0.0,0,0,110,1330,1935,Monday
4558609924,2016-04-04,April,Monday,8205,5.4,5.4,0.0,0.0,0.0,5.4,0.0,0,0,367,1073,2078,Monday
4702921684,2016-04-04,April,Monday,7810,6.4,6.4,0.0,0.5,1.2,4.7,0.0,6,27,216,746,2931,Monday
5553957443,2016-04-04,April,Monday,8921,5.9,5.9,0.0,2.1,0.4,3.4,0.0,27,8,198,754,1892,Monday
5577150313,2016-04-04,April,Monday,7401,5.6,5.6,0.0,2.3,0.4,2.9,0.0,70,19,204,689,3492,Monday
6117666160,2016-04-04,April,Monday,8468,6.4,6.4,0.0,0.2,0.6,5.6,0.0,2,11,279,1148,2262,Monday
6290855005,2016-04-04,April,Monday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2060,Monday
6391747486,2016-04-04,April,Monday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1820,Monday
6775888955,2016-04-04,April,Monday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1841,Monday
6962181067,2016-04-04,April,Monday,18952,12.8,12.8,0.0,5.9,1.2,5.7,0.0,73,20,327,570,2437,Monday
7007744171,2016-04-04,April,Monday,15266,11.4,10.2,5.189849854,5.8,0.8,4.8,0.050000001,70,21,292,1057,2886,Monday
7086361926,2016-04-04,April,Monday,6101,3.9,3.9,0.0,0.5,0.2,3.1,0.0,31,24,138,1247,2421,Monday
8053475328,2016-04-04,April,Monday,17395,13.2,13.2,0.0,9.7,0.2,3.3,0.0,100,4,213,1123,3209,Monday
